radius	n_rotors	profile	elevation	wind_speed	tension_with_snel	tension_without_snel	snel_boost_pct
3.0	3	bottom_lifty	45.0	10.0	706.7803292185199	707.9238980642318	-0.16153838694228576
3.0	3	bottom_lifty	45.0	12.0	1010.0875022861109	1011.1328057988485	-0.10337944795607609
3.0	3	bottom_lifty	55.0	6.0	249.1744719688547	249.3141288430305	-0.056016429884610905
3.0	3	bottom_lifty	55.0	8.0	463.41475717902534	464.33867005999497	-0.19897392583095647
3.0	3	bottom_lifty	55.0	10.0	706.6028283512572	707.6187921667266	-0.14357501902380213
3.0	3	bottom_lifty	55.0	12.0	1009.6232614429242	1010.6773062335229	-0.10429093283263709
3.0	3	graded	45.0	6.0	244.9482234252177	249.7860514259546	-1.9367886930111557
3.0	3	graded	45.0	8.0	463.23325171981935	464.3025922886307	-0.23031113471505393
3.0	3	graded	45.0	10.0	706.7803292185199	707.9238980642318	-0.16153838694228576
3.0	3	graded	45.0	12.0	1010.0875022861109	1011.1328057988485	-0.10337944795607609
3.0	3	graded	55.0	6.0	249.1744719688547	249.3141288430305	-0.056016429884610905
3.0	3	graded	55.0	8.0	463.41475717902534	464.33867005999497	-0.19897392583095647
3.0	3	graded	55.0	10.0	706.6028283512572	707.6187921667266	-0.14357501902380213
3.0	3	graded	55.0	12.0	1009.6232614429242	1010.6773062335229	-0.10429093283263709
3.0	4	uniform	45.0	6.0	328.9019137368648	330.6046314541507	-0.5150314167701081
3.0	4	uniform	45.0	8.0	617.5598775136507	619.0068419990664	-0.23375581451455132
3.0	4	uniform	45.0	10.0	942.5883597670822	943.9203756254924	-0.14111527760246662
3.0	4	uniform	45.0	12.0	1346.7862006244256	1348.1710404064142	-0.10271988794323418
3.0	4	uniform	55.0	6.0	333.09303791348214	333.54851949895647	-0.13655632054926753
3.0	4	uniform	55.0	8.0	617.7337059834372	618.9582160994702	-0.19783405150505612
3.0	4	uniform	55.0	10.0	942.0590240727946	943.4131413859462	-0.14353386165072035
3.0	4	uniform	55.0	12.0	1346.0751817768867	1347.4813594997324	-0.10435600559014989
3.0	4	top_draggy	45.0	6.0	328.9019137368648	330.6046314541507	-0.5150314167701081
3.0	4	top_draggy	45.0	8.0	617.5598775136507	619.0068419990664	-0.23375581451455132
3.0	4	top_draggy	45.0	10.0	942.5883597670822	943.9203756254924	-0.14111527760246662
3.0	4	top_draggy	45.0	12.0	1346.7862006244256	1348.1710404064142	-0.10271988794323418
3.0	4	top_draggy	55.0	6.0	333.09303791348214	333.54851949895647	-0.13655632054926753
3.0	4	top_draggy	55.0	8.0	617.7337059834372	618.9582160994702	-0.19783405150505612
3.0	4	top_draggy	55.0	10.0	942.0590240727946	943.4131413859462	-0.14353386165072035
3.0	4	top_draggy	55.0	12.0	1346.0751817768867	1347.4813594997324	-0.10435600559014989
3.0	4	bottom_lifty	45.0	6.0	328.9019137368648	330.6046314541507	-0.5150314167701081
3.0	4	bottom_lifty	45.0	8.0	617.5598775136507	619.0068419990664	-0.23375581451455132
3.0	4	bottom_lifty	45.0	10.0	942.5883597670822	943.9203756254924	-0.14111527760246662
3.0	4	bottom_lifty	45.0	12.0	1346.7862006244256	1348.1710404064142	-0.10271988794323418
3.0	4	bottom_lifty	55.0	6.0	333.09303791348214	333.54851949895647	-0.13655632054926753
3.0	4	bottom_lifty	55.0	8.0	617.7337059834372	618.9582160994702	-0.19783405150505612
3.0	4	bottom_lifty	55.0	10.0	942.0590240727946	943.4131413859462	-0.14353386165072035
3.0	4	bottom_lifty	55.0	12.0	1346.0751817768867	1347.4813594997324	-0.10435600559014989
3.0	4	graded	45.0	6.0	328.9019137368648	330.6046314541507	-0.5150314167701081
3.0	4	graded	45.0	8.0	617.5598775136507	619.0068419990664	-0.23375581451455132
3.0	4	graded	45.0	10.0	942.5883597670822	943.9203756254924	-0.14111527760246662
3.0	4	graded	45.0	12.0	1346.7862006244256	1348.1710404064142	-0.10271988794323418
3.0	4	graded	55.0	6.0	333.09303791348214	333.54851949895647	-0.13655632054926753
3.0	4	graded	55.0	8.0	617.7337059834372	618.9582160994702	-0.19783405150505612
3.0	4	graded	55.0	10.0	942.0590240727946	943.4131413859462	-0.14353386165072035
3.0	4	graded	55.0	12.0	1346.0751817768867	1347.4813594997324	-0.10435600559014989
