radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	total_lift	profile_min	profile_max	tip_speed	tip_reynolds
1.5	3	15.0	graded	55.0	8.0	870.5003525775198	947.7086432220276	0.0	870.5003525775198	16.383040885779835	130510.7439556924
1.5	3	15.0	graded	55.0	10.0	1405.1533776205945	1480.7947550344181	0.0	1405.1533776205945	20.478801107224793	163138.42994461546
1.5	3	15.0	graded	55.0	12.0	2058.618186006575	2132.344447249562	0.0	2058.618186006575	24.574561328669752	195766.11593353862
1.5	4	15.0	uniform	45.0	6.0	593.8984626101541	724.3843561379986	0.0	593.8984626101541	12.287280664334876	124739.65867798528
1.5	4	15.0	uniform	45.0	8.0	1159.7781173841531	1287.7944109119976	0.0	1159.7781173841531	16.383040885779835	166319.54490398036
1.5	4	15.0	uniform	45.0	10.0	1887.3376735221516	2012.1787670499962	0.0	1887.3376735221516	20.478801107224793	207899.43112997548
1.5	4	15.0	uniform	45.0	12.0	2776.57713102415	2897.5374245519943	0.0	2776.57713102415	24.574561328669752	249479.31735597056
1.5	4	15.0	uniform	55.0	6.0	622.4483542631531	727.0176888432063	0.0	622.4483542631531	10.606601717798213	107677.51743897358
1.5	4	15.0	uniform	55.0	8.0	1189.5315037508008	1292.4758912768111	0.0	1189.5315037508008	14.142135623730951	143570.02325196477
1.5	4	15.0	uniform	55.0	10.0	1918.6384102349193	2019.4935801200174	0.0	1918.6384102349193	17.67766952966369	179462.52906495595
1.5	4	15.0	uniform	55.0	12.0	2809.769073715509	2908.0707553728253	0.0	2809.769073715509	21.213203435596427	215355.03487794715
1.5	4	15.0	top_draggy	45.0	6.0	584.540913936639	715.0268074644835	0.0	584.540913936639	13.594616805549748	107677.51743897358
1.5	4	15.0	top_draggy	45.0	8.0	1143.142475297904	1271.1587688257484	0.0	1143.142475297904	18.126155740732997	143570.02325196477
1.5	4	15.0	top_draggy	45.0	10.0	1861.3444827623873	1986.185576290232	0.0	1861.3444827623873	22.657694675916247	179462.52906495595
1.5	4	15.0	top_draggy	45.0	12.0	2739.1469363300894	2860.107229857934	0.0	2739.1469363300894	27.189233611099496	215355.03487794715
1.5	4	15.0	top_draggy	55.0	6.0	590.3917877258863	694.9611223059395	0.0	590.3917877258863	12.287280664334876	87343.64932003153
1.5	4	15.0	top_draggy	55.0	8.0	1132.5420521289932	1235.4864396550036	0.0	1132.5420521289932	16.383040885779835	116458.19909337541
1.5	4	15.0	top_draggy	55.0	10.0	1829.592392075845	1930.4475619609432	0.0	1829.592392075845	20.478801107224793	145572.74886671925
1.5	4	15.0	top_draggy	55.0	12.0	2681.5428075664418	2779.844489223758	0.0	2681.5428075664418	24.574561328669752	174687.29864006306
1.5	4	15.0	bottom_lifty	45.0	6.0	584.540913936639	715.0268074644835	0.0	584.540913936639	13.594616805549748	107677.51743897358
1.5	4	15.0	bottom_lifty	45.0	8.0	1143.142475297904	1271.1587688257484	0.0	1143.142475297904	18.126155740732997	143570.02325196477
1.5	4	15.0	bottom_lifty	45.0	10.0	1861.3444827623873	1986.185576290232	0.0	1861.3444827623873	22.657694675916247	179462.52906495595
1.5	4	15.0	bottom_lifty	45.0	12.0	2739.1469363300894	2860.107229857934	0.0	2739.1469363300894	27.189233611099496	215355.03487794715
