radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	autorotation_rpm	tip_speed_bem	PC1	PC2	PC3
2.0	4	15.0	graded	55.0	12.0	862.5348716596735	178.05739447943745	37.292253494262695	1.4088720684440752	1.5249490834454724	1.5337309860215391
3.0	1	15.0	uniform	45.0	6.0	82.48890931703657	66.80921305199404	20.98873329162598	0.12277040225264037	-1.7686532510401705	-1.6218436428231058
3.0	1	15.0	uniform	45.0	8.0	157.08215843540117	83.03333477119995	26.085691452026367	0.5405131968184836	-0.8634668884827674	-1.5096741556318658
3.0	1	15.0	uniform	45.0	10.0	238.90991659149887	99.27337538463144	31.187650680541992	0.9587034200954847	0.04185008540747181	-1.3974662822332444
3.0	1	15.0	uniform	45.0	12.0	340.7781500938117	115.53141126979618	36.29526329040527	1.377399432350316	0.947314706891352	-1.2852150157306266
3.0	1	15.0	uniform	55.0	6.0	82.43054505533814	66.7877571510813	20.981992721557617	0.12032621858538665	-1.7727092243226683	-1.841607926559925
3.0	1	15.0	uniform	55.0	8.0	157.20668014190153	83.0644804338152	26.09547615051269	0.5395474732402724	-0.8670912764915457	-1.729311597987772
3.0	1	15.0	uniform	55.0	10.0	238.89624553915365	99.27060688128786	31.18678092956543	0.9567844788282859	0.03794743847221648	-1.6171855039005292
3.0	1	15.0	uniform	55.0	12.0	340.8119988279227	115.53694827648334	36.2970027923584	1.375713932149808	0.9434802049993155	-1.504914209811451
3.0	1	15.0	top_draggy	45.0	6.0	82.48890931703657	66.80921305199404	20.98873329162598	0.1304245822481962	-1.763685943851057	-1.6199770855405802
3.0	1	15.0	top_draggy	45.0	8.0	157.08215843540117	83.03333477119995	26.085691452026367	0.5481673768140395	-0.858499581293654	-1.5078075983493402
3.0	1	15.0	top_draggy	45.0	10.0	238.90991659149887	99.27337538463144	31.187650680541992	0.9663576000910405	0.0468173925965853	-1.3955997249507188
3.0	1	15.0	top_draggy	45.0	12.0	340.7781500938117	115.53141126979618	36.29526329040527	1.3850536123458719	0.9522820140804654	-1.283348458448101
3.0	1	15.0	top_draggy	55.0	6.0	82.43054505533814	66.7877571510813	20.981992721557617	0.12798039858094248	-1.7677419171335549	-1.8397413692773994
3.0	1	15.0	top_draggy	55.0	8.0	157.20668014190153	83.0644804338152	26.09547615051269	0.5472016532358283	-0.8621239693024323	-1.7274450407052464
3.0	1	15.0	top_draggy	55.0	10.0	238.89624553915365	99.27060688128786	31.18678092956543	0.9644386588238417	0.042914745661329974	-1.6153189466180036
3.0	1	15.0	top_draggy	55.0	12.0	340.8119988279227	115.53694827648334	36.2970027923584	1.3833681121453638	0.9484475121884289	-1.5030476525289254
3.0	1	15.0	bottom_lifty	45.0	6.0	82.48890931703657	66.80921305199404	20.98873329162598	0.1286239996535727	-1.7648855380260493	-1.6204321126393952
3.0	1	15.0	bottom_lifty	45.0	8.0	157.08215843540117	83.03333477119995	26.085691452026367	0.546366794219416	-0.8596991754686463	-1.5082626254481553
3.0	1	15.0	bottom_lifty	45.0	10.0	238.90991659149887	99.27337538463144	31.187650680541992	0.9645570174964171	0.04561779842159299	-1.3960547520495339
3.0	1	15.0	bottom_lifty	45.0	12.0	340.7781500938117	115.53141126979618	36.29526329040527	1.3832530297512484	0.9510824199054732	-1.283803485546916
3.0	1	15.0	bottom_lifty	55.0	6.0	82.43054505533814	66.7877571510813	20.981992721557617	0.126179815986319	-1.7689415113085472	-1.8401963963762145
3.0	1	15.0	bottom_lifty	55.0	8.0	157.20668014190153	83.0644804338152	26.09547615051269	0.5454010706412048	-0.8633235634774246	-1.7279000678040615
3.0	1	15.0	bottom_lifty	55.0	10.0	238.89624553915365	99.27060688128786	31.18678092956543	0.9626380762292183	0.041715151486337664	-1.6157739737168186
3.0	1	15.0	bottom_lifty	55.0	12.0	340.8119988279227	115.53694827648334	36.2970027923584	1.3815675295507404	0.9472479180134367	-1.5035026796277404
3.0	1	15.0	graded	45.0	6.0	82.48890931703657	66.80921305199404	20.98873329162598	0.13075219936988824	-1.7634610582019243	-1.6198897419529525
3.0	1	15.0	graded	45.0	8.0	157.08215843540117	83.03333477119995	26.085691452026367	0.5484949939357315	-0.8582746956445213	-1.5077202547617126
3.0	1	15.0	graded	45.0	10.0	238.90991659149887	99.27337538463144	31.187650680541992	0.9666852172127326	0.04704227824571794	-1.3955123813630912
3.0	1	15.0	graded	45.0	12.0	340.7781500938117	115.53141126979618	36.29526329040527	1.385381229467564	0.9525068997295981	-1.2832611148604733
3.0	1	15.0	graded	55.0	6.0	82.43054505533814	66.7877571510813	20.981992721557617	0.12830801570263453	-1.7675170314844222	-1.8396540256897718
3.0	1	15.0	graded	55.0	8.0	157.20668014190153	83.0644804338152	26.09547615051269	0.5475292703575203	-0.8618990836532996	-1.7273576971176188
3.0	1	15.0	graded	55.0	10.0	238.89624553915365	99.27060688128786	31.18678092956543	0.9647662759455338	0.04313963131046261	-1.615231603030376
3.0	1	15.0	graded	55.0	12.0	340.8119988279227	115.53694827648334	36.2970027923584	1.383695729267056	0.9486723978375616	-1.5029603089412977
3.0	2	15.0	uniform	45.0	6.0	165.38657939920853	66.95940435838317	21.03591728210449	0.13751413303031323	-1.9252621676281672	-0.7437616497749204
3.0	2	15.0	uniform	45.0	8.0	314.1094968374697	83.03333477119995	26.085691452026367	0.5510355349734966	-1.0213080946023052	-0.6319543281054983
3.0	2	15.0	uniform	45.0	10.0	478.1862459415606	99.33566670986195	31.20722007751465	0.9709765662506793	-0.11548003288792463	-0.5195962478084274
3.0	2	15.0	uniform	45.0	12.0	682.0130925337844	115.59716322420616	36.31591987609863	1.3897698456166316	0.7900129823639633	-0.4073366364781178
3.0	2	15.0	uniform	55.0	6.0	164.91559914466075	66.80782880032224	20.98829841613769	0.13141270598490246	-1.9303857465877605	-0.9638396990329458
3.0	2	15.0	uniform	55.0	8.0	314.1732961028525	83.04440878457426	26.089170455932617	0.5495056621507826	-1.0250971664655293	-0.851640170462016
3.0	2	15.0	uniform	55.0	10.0	477.65110608712166	99.28237302049808	31.19047737121582	0.9676375251611111	-0.11979722883609463	-0.7394373039600097
3.0	2	15.0	uniform	55.0	12.0	681.1587665780173	115.54110103149873	36.29830741882324	1.3863529908381667	0.7856730714013871	-0.6271843684918534
3.0	2	15.0	top_draggy	45.0	6.0	169.20892849112818	69.20535269586122	21.74150276184082	0.208294668143532	-1.9018673050019537	-0.7364792993205139
3.0	2	15.0	top_draggy	45.0	8.0	303.1663539911045	85.62050114577406	26.898473739624023	0.6314066072432661	-0.9951136064505167	-0.6238491776406951
3.0	2	15.0	top_draggy	45.0	10.0	461.1592278823281	102.89596200970392	32.32571983337402	1.0786991501677323	-0.08130121717232625	-0.509144531796732
3.0	2	15.0	top_draggy	45.0	12.0	679.4338143143298	122.02562798799546	38.33548164367676	1.5781074112309403	0.8477245530044748	-0.3899687272755826
3.0	2	15.0	top_draggy	55.0	6.0	166.0197745587188	69.24272749099953	21.75324440002441	0.20750402536533888	-1.9054405842283177	-0.9561017209865752
3.0	2	15.0	top_draggy	55.0	8.0	303.13416803311054	85.62050114577406	26.898473739624023	0.6295654796649642	-0.9989935383713657	-0.8435617234458261
3.0	2	15.0	top_draggy	55.0	10.0	461.2061795399102	102.895269883868	32.32550239562988	1.0768385691672058	-0.08518682784677706	-0.7288587465674015
3.0	2	15.0	top_draggy	55.0	12.0	679.2324549270311	122.02562798799546	38.33548164367676	1.5762662836526384	0.8438446210836257	-0.6096812730807137
3.0	2	15.0	bottom_lifty	45.0	6.0	169.15259818469798	69.22611647093807	21.74802589416504	0.2070776882156358	-1.9028965365688988	-0.7368842574531791
3.0	2	15.0	bottom_lifty	45.0	8.0	303.2767634461251	85.62050114577406	26.898473739624023	0.6296060246486427	-0.996313200625509	-0.6243042047395101
3.0	2	15.0	bottom_lifty	45.0	10.0	461.6794732110262	102.93679743402168	32.33854866027832	1.0780463194843388	-0.08216576488482594	-0.5095010899287856
3.0	2	15.0	bottom_lifty	45.0	12.0	680.152939448594	122.02839649133904	38.33635139465332	1.576384642325214	0.8465476738438888	-0.39041707851224433
3.0	2	15.0	bottom_lifty	55.0	6.0	168.92018781592716	69.15621176151271	21.72606468200684	0.20327176499268573	-1.9073500226035065	-0.9567653687776814
3.0	2	15.0	bottom_lifty	55.0	8.0	303.3350371589537	85.62050114577406	26.898473739624023	0.6277648970703408	-1.000193132546358	-0.8440167505446411
3.0	2	15.0	bottom_lifty	55.0	10.0	461.4592321317024	102.87935098964245	32.32050132751465	1.074590557861425	-0.08651703335460535	-0.729352159873598
3.0	2	15.0	bottom_lifty	55.0	12.0	679.8982338030487	122.01109334544168	38.330915451049805	1.574057179191306	0.8425257730830004	-0.6101713484558337
3.0	2	15.0	graded	45.0	6.0	174.75882461954012	69.13267948309229	21.71867179870605	0.20657967593167856	-1.9022386884809859	-0.7365671971144109
3.0	2	15.0	graded	45.0	8.0	314.1990550393592	85.62050114577406	26.898473739624023	0.6317342243649582	-0.994888720801384	-0.6237618340530673
3.0	2	15.0	graded	45.0	10.0	477.1286925466167	102.95202420241137	32.343332290649414	1.0806024944895876	-0.08061635248146644	-0.5089220020004995
3.0	2	15.0	graded	45.0	12.0	702.4354245358745	122.02839649133904	38.33635139465332	1.5785128420415295	0.8479721536680138	-0.3898747078258015
3.0	2	15.0	graded	55.0	6.0	171.7492020069003	69.24341961683542	21.753461837768555	0.20785109590925535	-1.9052100198255835	-0.956012708433409
3.0	2	15.0	graded	55.0	8.0	314.1217190137786	85.62050114577406	26.898473739624023	0.6298930967866563	-0.998768652722233	-0.8434743798581983
3.0	2	15.0	graded	55.0	10.0	476.76821020600136	102.87242973128348	32.31832695007324	1.076524223355498	-0.08514934106649628	-0.7288264788425385
3.0	2	15.0	graded	55.0	12.0	701.9418660645026	121.97233429863157	38.31873893737793	1.575095987263064	0.8436322427054374	-0.6097224398395373
3.0	3	15.0	uniform	45.0	6.0	247.6723304548758	66.95940435838317	21.03591728210449	0.14803647118532604	-2.0831033737477056	0.13395817775144708
3.0	3	15.0	uniform	45.0	8.0	470.9628652385408	83.03333477119995	26.085691452026367	0.5615578731285094	-1.1791493007218432	0.2457654994208692
3.0	3	15.0	uniform	45.0	10.0	717.7353951252105	99.43464070439488	31.23831367492676	0.9842807437837587	-0.2725091772424376	0.3583622417899215
3.0	3	15.0	uniform	45.0	12.0	1023.965065247672	115.75704429229783	36.36614799499512	1.4047859243054444	0.6334835683263886	0.47076872208760406
3.0	3	15.0	uniform	55.0	6.0	251.14758227297636	66.96148073589085	21.036569595336918	0.14625370387369716	-2.0869662694077493	-0.08574936115706894
3.0	3	15.0	uniform	55.0	8.0	470.89156291869085	83.04856153958963	26.09047508239746	0.5601447208391407	-1.1829043000634574	0.026089670857581456
3.0	3	15.0	uniform	55.0	10.0	716.2170318510261	99.28306514633395	31.19069480895996	0.9781793167383479	-0.27763275620203104	0.13828419253189614
3.0	3	15.0	uniform	55.0	12.0	1021.3801993553312	115.54110103149873	36.29830741882324	1.3968753289931795	0.6278318652818492	0.25053545903451413
3.0	3	15.0	top_draggy	45.0	6.0	251.7052965369968	69.20535269586122	21.74150276184082	0.2188170062985448	-2.0597085111214914	0.1412405282058536
3.0	3	15.0	top_draggy	45.0	8.0	459.89788794824494	85.62050114577406	26.898473739624023	0.6419289453982789	-1.1529548125700546	0.25387064988567243
3.0	3	15.0	top_draggy	45.0	10.0	699.5082764116427	102.895269883868	32.32550239562988	1.0892020349005205	-0.23914810204546585	0.3685736267640972
3.0	3	15.0	top_draggy	45.0	12.0	1019.5494390969682	122.02562798799546	38.33548164367676	1.5886297493859531	0.6898833468849369	0.487751100250785
3.0	3	15.0	top_draggy	55.0	6.0	248.8031233139197	69.24272749099953	21.75324440002441	0.21802636352035168	-2.0632817903478555	-0.07838189346020763
3.0	3	15.0	top_draggy	55.0	8.0	459.8412652368146	85.62050114577406	26.898473739624023	0.640087817819977	-1.1568347444909035	0.03415810408054143
3.0	3	15.0	top_draggy	55.0	10.0	698.9280711943957	102.895269883868	32.32550239562988	1.0873609073222186	-0.24302803396631498	0.1488610809589662
3.0	3	15.0	top_draggy	55.0	12.0	1017.0086167649008	122.02562798799546	38.33548164367676	1.5867886218076512	0.6860034149640878	0.268038554445654
3.0	3	15.0	bottom_lifty	45.0	6.0	251.8385789108672	69.16590152321523	21.729108810424805	0.2159075786371395	-2.0612317942517735	0.1406903700713538
3.0	3	15.0	bottom_lifty	45.0	8.0	460.5429487268598	85.62050114577406	26.898473739624023	0.6401283628036555	-1.1541544067450469	0.2534156227868574
3.0	3	15.0	bottom_lifty	45.0	10.0	701.164556396616	103.04753756776483	32.37333869934082	1.0916812051952303	-0.23909837042811227	0.36848577208371486
3.0	3	15.0	bottom_lifty	45.0	12.0	1021.1339104845764	122.02839649133904	38.33635139465332	1.5869069804802267	0.688706467724351	0.4873027490141233
3.0	3	15.0	bottom_lifty	55.0	6.0	248.33022855212303	69.22888497428164	21.7488956451416	0.21583671248124361	-2.064594959594879	-0.07887029986978919
3.0	3	15.0	bottom_lifty	55.0	8.0	460.39873345445255	85.62050114577406	26.898473739624023	0.6382872352253536	-1.1580343386658958	0.03370307698172644
3.0	3	15.0	bottom_lifty	55.0	10.0	699.7479937573122	102.78799037930436	32.291799545288086	1.0825450442828382	-0.2451078349495507	0.14814736420171012
3.0	3	15.0	bottom_lifty	55.0	12.0	1019.9908920795536	121.93634375516504	38.30743217468262	1.5824785477461005	0.6840712615744927	0.26736823079239436
3.0	3	15.0	graded	45.0	6.0	259.293106673542	69.15136688066144	21.72454261779785	0.21762725648674605	-2.0599265682532817	0.1411976924814917
3.0	3	15.0	graded	45.0	8.0	475.3023111185673	85.62050114577406	26.898473739624023	0.642256562519971	-1.152729926920922	0.2539579934733002
3.0	3	15.0	graded	45.0	10.0	722.1008128210813	103.000473010924	32.35855293273926	1.0924865722002974	-0.23806004584889423	0.36891465311355126
3.0	3	15.0	graded	45.0	12.0	1051.9792805110897	122.02839649133904	38.33635139465332	1.5890351801965423	0.6901309475484759	0.4878451197005661
3.0	3	15.0	graded	55.0	6.0	263.0834315931339	69.17766766242543	21.732805252075195	0.21652535895296526	-2.0635907075372706	-0.07845143263318284
3.0	3	15.0	graded	55.0	8.0	474.96040138142894	85.62050114577406	26.898473739624023	0.6404154349416691	-1.1566098588417708	0.03424544766816924
3.0	3	15.0	graded	55.0	10.0	720.8018171505821	102.7672266042275	32.28527641296387	1.0840896413324264	-0.243853717733473	0.148639665922003
3.0	3	15.0	graded	55.0	12.0	1049.830479932046	121.84567527066284	38.2789478302002	1.582058349151041	0.6847518246768118	0.26769196699331593
3.0	4	15.0	uniform	45.0	6.0	331.4612587186486	67.09021614136725	21.07701301574707	0.1622355061407207	-2.239871295436546	1.0119934397645591
3.0	4	15.0	uniform	45.0	8.0	627.6982482877058	83.03333477119995	26.085691452026367	0.5720802112835223	-1.3369905068413812	1.123485326947237
3.0	4	15.0	uniform	45.0	10.0	957.463565501876	99.5093902946715	31.261796951293945	0.9969040515389895	-0.4297370779730058	1.2362623175944287
3.0	4	15.0	uniform	45.0	12.0	1366.4174526680763	115.9030828436716	36.41202735900879	1.4194129345497724	0.47684057921678236	1.3488407013425594
3.0	4	15.0	uniform	55.0	6.0	333.5686828654044	66.96148073589085	21.036569595336918	0.15677604202871007	-2.2448074755272875	0.7919704663692987
3.0	4	15.0	uniform	55.0	8.0	627.4488688039005	83.04856153958963	26.09047508239746	0.5706670589941536	-1.3407455061829954	0.9038094983839491
3.0	4	15.0	uniform	55.0	10.0	953.6871180027284	99.28306514633395	31.19069480895996	0.9887016548933608	-0.43547396232156904	1.0160040200582636
3.0	4	15.0	uniform	55.0	12.0	1359.8821907688075	115.54110103149873	36.29830741882324	1.4073976671481925	0.4699906591623114	1.1282552865608817
3.0	4	15.0	top_draggy	45.0	6.0	333.7071468409472	69.20535269586122	21.74150276184082	0.22933934445355772	-2.217549717241029	1.0189603557322213
3.0	4	15.0	top_draggy	45.0	8.0	615.8702541824587	85.62050114577406	26.898473739624023	0.6524512835532918	-1.3107960186895926	1.1315904774120402
3.0	4	15.0	top_draggy	45.0	10.0	935.2678627668088	102.895269883868	32.32550239562988	1.0997243730555333	-0.3969893081650037	1.246293454290465
3.0	4	15.0	top_draggy	45.0	12.0	1357.5139446821256	122.02562798799546	38.33548164367676	1.5991520875409662	0.532042140765399	1.3654709277771528
3.0	4	15.0	top_draggy	55.0	6.0	339.8201314958106	69.25726213355333	21.75781059265137	0.22895722354207415	-2.22100374264176	0.7993729823424649
3.0	4	15.0	top_draggy	55.0	8.0	613.7707895478702	85.62050114577406	26.898473739624023	0.65061015597499	-1.3146759506104415	0.911877931606909
3.0	4	15.0	top_draggy	55.0	10.0	930.4798486413448	102.895269883868	32.32550239562988	1.0978832454772314	-0.40086924008585284	1.026580908485334
3.0	4	15.0	top_draggy	55.0	12.0	1348.5339460994733	122.02562798799546	38.33548164367676	1.5973109599626643	0.5281622088445499	1.1457583819720216
3.0	4	15.0	bottom_lifty	45.0	6.0	337.35922315589187	69.19843143750228	21.73932838439941	0.22734422763669165	-2.218806098952037	1.018488638978023
3.0	4	15.0	bottom_lifty	45.0	8.0	617.1568796113032	85.62050114577406	26.898473739624023	0.6506507009586684	-1.3119956128645849	1.1311354503132252
3.0	4	15.0	bottom_lifty	45.0	10.0	937.8716600471392	103.1278241647286	32.39856147766113	1.104460140328255	-0.3962808411298679	1.246399199612529
3.0	4	15.0	bottom_lifty	45.0	12.0	1361.261068391504	122.02839649133904	38.33635139465332	1.5974293186352395	0.5308652616048131	1.3650225765404913
3.0	4	15.0	bottom_lifty	55.0	6.0	334.0582803942226	69.17074640406649	21.73063087463379	0.2247249631694202	-2.2229131810169496	0.7987093345513587
3.0	4	15.0	bottom_lifty	55.0	8.0	616.4146583648796	85.62050114577406	26.898473739624023	0.6488095733803665	-1.3158755447854338	0.911422904508094
3.0	4	15.0	bottom_lifty	55.0	10.0	935.8150761444364	102.75130771000192	32.28027534484863	1.092036351059966	-0.403250015009972	1.0257787365545463
3.0	4	15.0	bottom_lifty	55.0	12.0	1358.0728375609108	121.85467290652949	38.28177452087402	1.590705382078653	0.5255599625299694	1.144891120385239
3.0	4	15.0	graded	45.0	6.0	347.031918176052	69.21642670923553	21.74498176574707	0.22997821633083754	-2.2172339715342715	1.0190744027684622
3.0	4	15.0	graded	45.0	8.0	635.8356398606925	85.62050114577406	26.898473739624023	0.6527789006749839	-1.31057113304046	1.1316778209996678
3.0	4	15.0	graded	45.0	10.0	961.8516432421984	103.0786832303801	32.38312339782715	1.1052071470666498	-0.3952595528114544	1.2468230737457502
3.0	4	15.0	graded	45.0	12.0	1412.4225341069098	122.02839649133904	38.33635139465332	1.5995575183515551	0.532289741428938	1.365564947226934
3.0	4	15.0	graded	55.0	6.0	345.7112956241822	69.09876531713346	21.708017349243168	0.22483000697441496	-2.222079291567388	0.7990781328218152
3.0	4	15.0	graded	55.0	8.0	634.9979710047685	85.62050114577406	26.898473739624023	0.650937773096682	-1.3144510649613088	0.9119652751945369
3.0	4	15.0	graded	55.0	10.0	959.926141319714	102.73123606076098	32.273969650268555	1.0936004015317786	-0.4019902190402927	1.0262727072403772
3.0	4	15.0	graded	55.0	12.0	1409.2764089642528	121.83044850227316	38.2741641998291	1.5921527120171202	0.5267856859780393	1.1453750772778402
