radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	autorotation_rpm	tip_speed_bem	PC1	PC2	PC3
1.5	2	15.0	uniform	45.0	12.0	31.93917310223815	9.54929658551372	1.5	-2.8181371044871626	0.9792874078097958	-0.24032724075579717
1.5	2	15.0	uniform	55.0	10.0	4.284102129454695	9.54929658551372	1.5	-2.7817133562728693	0.20333677650598578	-0.5330870525681729
1.5	2	15.0	uniform	55.0	12.0	31.93917314854344	9.54929658551372	1.5	-2.8199782320654645	0.9754074758889469	-0.4600397865609282
1.5	2	15.0	top_draggy	45.0	10.0	2.858965388811022	9.54929658551372	1.5	-2.7722180486990116	0.21218401561594838	-0.31150794948051636
1.5	2	15.0	top_draggy	45.0	12.0	33.74647645425453	9.54929658551372	1.5	-2.8104829244916067	0.9842547149989093	-0.23846068347327173
1.5	2	15.0	top_draggy	55.0	10.0	2.858965388811022	9.54929658551372	1.5	-2.7740591762773135	0.20830408369509926	-0.5312204952856475
1.5	2	15.0	top_draggy	55.0	12.0	32.64080715749169	9.54929658551372	1.5	-2.8123240520699087	0.9803747830780604	-0.45817322927840276
1.5	2	15.0	bottom_lifty	45.0	10.0	0.2372276127226271	9.54929658551372	1.5	-2.774018631293635	0.21098442144095608	-0.31196297657933136
1.5	2	15.0	bottom_lifty	45.0	12.0	33.450905080654366	9.54929658551372	1.5	-2.81228350708623	0.983055120823917	-0.23891571057208671
1.5	2	15.0	bottom_lifty	55.0	10.0	0.2372276127226271	9.54929658551372	1.5	-2.775859758871937	0.20710448952010696	-0.5316755223844625
1.5	2	15.0	bottom_lifty	55.0	12.0	33.45090508456907	9.54929658551372	1.5	-2.814124634664532	0.9791751889030681	-0.45862825637721777
1.5	2	15.0	graded	45.0	10.0	0.4149143333191389	9.54929658551372	1.5	-2.7718904315773196	0.21240890126508102	-0.31142060589288856
1.5	2	15.0	graded	45.0	12.0	33.18859556535966	9.54929658551372	1.5	-2.810155307369915	0.984479600648042	-0.2383733398856439
1.5	2	15.0	graded	55.0	10.0	0.4149143333191389	9.54929658551372	1.5	-2.7737315591556215	0.2085289693442319	-0.5311331516980197
1.5	2	15.0	graded	55.0	12.0	33.188595578056905	9.54929658551372	1.5	-2.8119964349482167	0.9805996687271931	-0.45808588569077496
1.5	3	15.0	uniform	45.0	10.0	6.426153194182042	9.54929658551372	1.5	-2.7693498905395546	0.049375502307297016	0.5643453207633256
1.5	3	15.0	uniform	45.0	12.0	55.38930796705079	9.54929658551372	1.5	-2.80761476633215	0.8214462016902581	0.6373925867705702
1.5	3	15.0	uniform	55.0	10.0	6.426153194182042	9.54929658551372	1.5	-2.7711910181178565	0.045495570386447894	0.3446327749581946
1.5	3	15.0	uniform	55.0	12.0	55.3892904065482	9.54929658551372	1.5	-2.8094558939104517	0.8175662697694092	0.41768004096543926
1.5	3	15.0	top_draggy	45.0	10.0	5.001016453538369	9.54929658551372	1.5	-2.7616957105439988	0.05434280949641051	0.5662118780458509
