radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	autorotation_rpm	tip_speed_bem
3.0	2	15.0	top_draggy	45.0	8.0	285.0486294145855	85.62050114577406	26.898473739624023
3.0	2	15.0	top_draggy	45.0	10.0	432.40742079608117	102.89873051304748	32.326589584350586
3.0	2	15.0	top_draggy	45.0	12.0	635.6572037397857	122.0193988554724	38.33352470397949
3.0	2	15.0	top_draggy	55.0	6.0	156.7277285953371	69.24272749099953	21.75324440002441
3.0	2	15.0	top_draggy	55.0	8.0	285.02846581155836	85.62050114577406	26.898473739624023
3.0	2	15.0	top_draggy	55.0	10.0	432.3594395734174	102.89596200970391	32.32571983337402
3.0	2	15.0	top_draggy	55.0	12.0	635.4442990383592	122.02562798799546	38.33548164367676
3.0	2	15.0	bottom_lifty	45.0	6.0	173.97534681239472	71.0630184394024	22.325105667114258
3.0	2	15.0	bottom_lifty	45.0	8.0	305.55550763735664	87.57160387716101	27.511430740356445
3.0	2	15.0	bottom_lifty	45.0	10.0	476.7317838774619	106.00360701287077	33.30201530456543
